epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
188,1545.05,1.25368,1.37137,0.90844,0.91395,0.75105,0.88766,0.61863,1.10165,1.06808,0.85539,0.000638294,0.000638294,0.000638294
189,1552.84,1.58168,1.37265,0.87656,0.91395,0.75105,0.88766,0.61863,1.10165,1.06808,0.85539,0.000632793,0.000632793,0.000632793
190,1560.3,1.31521,1.40621,0.93647,0.91395,0.75105,0.88766,0.61863,1.10165,1.06808,0.85539,0.000627292,0.000627292,0.000627292
191,1567.8,1.0898,1.25318,0.9368,0.91395,0.75105,0.88766,0.61863,1.10165,1.06808,0.85539,0.000621791,0.000621791,0.000621791
192,1575.41,1.25709,1.11982,0.90394,0.91395,0.75105,0.88766,0.61863,1.10165,1.06808,0.85539,0.00061629,0.00061629,0.00061629
193,1583.05,1.25727,1.09975,0.86072,0.91395,0.75105,0.88766,0.61863,1.10165,1.06808,0.85539,0.000610789,0.000610789,0.000610789
194,1590.63,1.20249,1.35427,0.93811,0.91395,0.75105,0.88766,0.61863,1.10165,1.06808,0.85539,0.000605288,0.000605288,0.000605288
195,1598.3,1.44466,1.23192,0.85066,0.91395,0.75105,0.88766,0.61863,1.10165,1.06808,0.85539,0.000599787,0.000599787,0.000599787
196,1606.03,1.21378,1.16142,0.84416,0.91395,0.75105,0.88766,0.61863,1.10165,1.06808,0.85539,0.000594286,0.000594286,0.000594286
197,1614.02,1.88644,1.53403,0.88616,0.91395,0.75105,0.88766,0.61863,1.10165,1.06808,0.85539,0.000588784,0.000588784,0.000588784
198,1621.54,1.06288,1.08196,0.8456,0.91395,0.75105,0.88766,0.61863,1.10165,1.06808,0.85539,0.000583283,0.000583283,0.000583283
199,1629.16,1.15338,1.12939,0.88647,0.91395,0.75105,0.88766,0.61863,1.10165,1.06808,0.85539,0.000577782,0.000577782,0.000577782
200,1637.21,1.35495,1.15929,0.87436,0.91064,0.75758,0.89201,0.63182,1.07642,1.01173,0.84959,0.000572281,0.000572281,0.000572281
201,1645.16,1.58381,1.2781,0.90145,0.91064,0.75758,0.89201,0.63182,1.07642,1.01173,0.84959,0.00056678,0.00056678,0.00056678
202,1652.82,1.13182,1.0799,0.86965,0.91064,0.75758,0.89201,0.63182,1.07642,1.01173,0.84959,0.000561279,0.000561279,0.000561279
203,1660.65,1.44607,1.62316,0.94001,0.91064,0.75758,0.89201,0.63182,1.07642,1.01173,0.84959,0.000555778,0.000555778,0.000555778
204,1668.67,1.40112,1.15329,0.85489,0.91064,0.75758,0.89201,0.63182,1.07642,1.01173,0.84959,0.000550277,0.000550277,0.000550277
205,1676.98,1.21453,1.16391,0.85235,0.91064,0.75758,0.89201,0.63182,1.07642,1.01173,0.84959,0.000544776,0.000544776,0.000544776
206,1685.03,1.4822,1.29374,0.89014,0.91064,0.75758,0.89201,0.63182,1.07642,1.01173,0.84959,0.000539275,0.000539275,0.000539275
207,1693.24,1.21178,1.10983,0.86106,0.91064,0.75758,0.89201,0.63182,1.07642,1.01173,0.84959,0.000533773,0.000533773,0.000533773
208,1701.1,1.36876,1.19348,0.8508,0.91064,0.75758,0.89201,0.63182,1.07642,1.01173,0.84959,0.000528272,0.000528272,0.000528272
209,1708.93,1.55731,1.35287,0.87314,0.91064,0.75758,0.89201,0.63182,1.07642,1.01173,0.84959,0.000522771,0.000522771,0.000522771
210,1716.81,1.42174,1.29659,0.85769,0.91064,0.75758,0.89201,0.63182,1.07642,1.01173,0.84959,0.00051727,0.00051727,0.00051727
211,1724.76,1.78626,1.3911,0.8882,0.91064,0.75758,0.89201,0.63182,1.07642,1.01173,0.84959,0.000511769,0.000511769,0.000511769
212,1732.69,1.76244,2.23529,0.97937,0.91064,0.75758,0.89201,0.63182,1.07642,1.01173,0.84959,0.000506268,0.000506268,0.000506268
213,1740.4,1.59097,1.30423,0.85942,0.91064,0.75758,0.89201,0.63182,1.07642,1.01173,0.84959,0.000500767,0.000500767,0.000500767
214,1748.11,1.31569,1.1786,0.82536,0.91064,0.75758,0.89201,0.63182,1.07642,1.01173,0.84959,0.000495266,0.000495266,0.000495266
215,1755.75,1.33007,1.17333,0.86341,0.91064,0.75758,0.89201,0.63182,1.07642,1.01173,0.84959,0.000489765,0.000489765,0.000489765
216,1763.81,1.35457,1.16468,0.85338,0.90621,0.78076,0.90872,0.64031,1.07276,0.98303,0.84595,0.000484263,0.000484263,0.000484263
217,1771.46,1.71838,1.45321,0.9218,0.90621,0.78076,0.90872,0.64031,1.07276,0.98303,0.84595,0.000478762,0.000478762,0.000478762
218,1779.25,1.13949,1.04212,0.86875,0.90621,0.78076,0.90872,0.64031,1.07276,0.98303,0.84595,0.000473261,0.000473261,0.000473261
219,1786.84,1.19065,1.18646,0.86547,0.90621,0.78076,0.90872,0.64031,1.07276,0.98303,0.84595,0.00046776,0.00046776,0.00046776
220,1794.5,1.06151,0.95346,0.86134,0.90621,0.78076,0.90872,0.64031,1.07276,0.98303,0.84595,0.000462259,0.000462259,0.000462259
221,1802.32,1.37478,1.20187,0.83159,0.90621,0.78076,0.90872,0.64031,1.07276,0.98303,0.84595,0.000456758,0.000456758,0.000456758
222,1810.1,1.29149,1.21894,0.87757,0.90621,0.78076,0.90872,0.64031,1.07276,0.98303,0.84595,0.000451257,0.000451257,0.000451257
223,1817.94,1.18503,1.04432,0.81963,0.90621,0.78076,0.90872,0.64031,1.07276,0.98303,0.84595,0.000445756,0.000445756,0.000445756
224,1825.53,1.46772,1.55323,0.8624,0.90621,0.78076,0.90872,0.64031,1.07276,0.98303,0.84595,0.000440255,0.000440255,0.000440255
225,1833.09,1.01488,1.04105,0.85678,0.90621,0.78076,0.90872,0.64031,1.07276,0.98303,0.84595,0.000434754,0.000434754,0.000434754
226,1841.06,1.76301,1.36439,0.85789,0.90621,0.78076,0.90872,0.64031,1.07276,0.98303,0.84595,0.000429253,0.000429253,0.000429253
227,1848.95,1.41341,1.11016,0.87858,0.90621,0.78076,0.90872,0.64031,1.07276,0.98303,0.84595,0.000423751,0.000423751,0.000423751
228,1856.74,1.55988,1.25705,0.84872,0.90621,0.78076,0.90872,0.64031,1.07276,0.98303,0.84595,0.00041825,0.00041825,0.00041825
229,1864.88,1.23472,1.07459,0.8541,0.90621,0.78076,0.90872,0.64031,1.07276,0.98303,0.84595,0.000412749,0.000412749,0.000412749
230,1873.37,1.12242,1.02938,0.85775,0.90621,0.78076,0.90872,0.64031,1.07276,0.98303,0.84595,0.000407248,0.000407248,0.000407248
231,1881.99,1.44424,1.20789,0.86396,0.90621,0.78076,0.90872,0.64031,1.07276,0.98303,0.84595,0.000401747,0.000401747,0.000401747
232,1890.25,1.35631,1.13027,0.86137,0.90786,0.81818,0.91808,0.64679,1.04083,0.95207,0.84117,0.000396246,0.000396246,0.000396246
233,1898.66,1.3496,1.28723,0.84999,0.90786,0.81818,0.91808,0.64679,1.04083,0.95207,0.84117,0.000390745,0.000390745,0.000390745
234,1907.63,1.9904,1.44649,0.89948,0.90786,0.81818,0.91808,0.64679,1.04083,0.95207,0.84117,0.000385244,0.000385244,0.000385244
235,1916.72,1.2853,1.66234,0.84346,0.90786,0.81818,0.91808,0.64679,1.04083,0.95207,0.84117,0.000379743,0.000379743,0.000379743
236,1924.26,1.12719,0.98904,0.85577,0.90786,0.81818,0.91808,0.64679,1.04083,0.95207,0.84117,0.000374242,0.000374242,0.000374242
237,1932.3,1.28475,1.95681,0.91019,0.90786,0.81818,0.91808,0.64679,1.04083,0.95207,0.84117,0.00036874,0.00036874,0.00036874
238,1940.69,1.31866,1.45358,0.91789,0.90786,0.81818,0.91808,0.64679,1.04083,0.95207,0.84117,0.000363239,0.000363239,0.000363239
239,1948.7,1.25087,1.44668,0.91028,0.90786,0.81818,0.91808,0.64679,1.04083,0.95207,0.84117,0.000357738,0.000357738,0.000357738
240,1956.84,1.29108,1.10451,0.83259,0.90786,0.81818,0.91808,0.64679,1.04083,0.95207,0.84117,0.000352237,0.000352237,0.000352237
241,1964.87,1.20747,1.03861,0.8263,0.90786,0.81818,0.91808,0.64679,1.04083,0.95207,0.84117,0.000346736,0.000346736,0.000346736
242,1973.15,1.33333,1.12618,0.87041,0.90786,0.81818,0.91808,0.64679,1.04083,0.95207,0.84117,0.000341235,0.000341235,0.000341235
243,1980.83,1.15777,1.03079,0.87303,0.90786,0.81818,0.91808,0.64679,1.04083,0.95207,0.84117,0.000335734,0.000335734,0.000335734
244,1988.38,1.05242,1.04589,0.84083,0.90786,0.81818,0.91808,0.64679,1.04083,0.95207,0.84117,0.000330233,0.000330233,0.000330233
245,1995.93,1.00589,1.00786,0.84355,0.90786,0.81818,0.91808,0.64679,1.04083,0.95207,0.84117,0.000324732,0.000324732,0.000324732
246,2003.84,1.12144,1.01272,0.86352,0.90786,0.81818,0.91808,0.64679,1.04083,0.95207,0.84117,0.000319231,0.000319231,0.000319231
247,2011.74,1.22486,1.09781,0.84574,0.90786,0.81818,0.91808,0.64679,1.04083,0.95207,0.84117,0.000313729,0.000313729,0.000313729
248,2019.75,1.35047,1.08567,0.84588,0.92268,0.84848,0.93557,0.65077,1.03265,0.95958,0.83791,0.000308228,0.000308228,0.000308228
249,2028.04,1.20802,1.12157,0.8542,0.92268,0.84848,0.93557,0.65077,1.03265,0.95958,0.83791,0.000302727,0.000302727,0.000302727
250,2036.5,1.53666,1.20669,0.86955,0.92268,0.84848,0.93557,0.65077,1.03265,0.95958,0.83791,0.000297226,0.000297226,0.000297226
251,2044.22,1.61104,1.35301,0.83874,0.92268,0.84848,0.93557,0.65077,1.03265,0.95958,0.83791,0.000291725,0.000291725,0.000291725
252,2051.97,1.05986,1.04297,0.84748,0.92268,0.84848,0.93557,0.65077,1.03265,0.95958,0.83791,0.000286224,0.000286224,0.000286224
253,2059.89,1.10798,1.01071,0.86835,0.92268,0.84848,0.93557,0.65077,1.03265,0.95958,0.83791,0.000280723,0.000280723,0.000280723
254,2067.81,1.10125,1.21489,0.89195,0.92268,0.84848,0.93557,0.65077,1.03265,0.95958,0.83791,0.000275222,0.000275222,0.000275222
255,2075.37,0.93693,1.06699,0.85263,0.92268,0.84848,0.93557,0.65077,1.03265,0.95958,0.83791,0.000269721,0.000269721,0.000269721
256,2083.24,1.10516,1.10388,0.85493,0.92268,0.84848,0.93557,0.65077,1.03265,0.95958,0.83791,0.00026422,0.00026422,0.00026422
257,2091.05,1.90123,1.47516,0.9156,0.92268,0.84848,0.93557,0.65077,1.03265,0.95958,0.83791,0.000258718,0.000258718,0.000258718
258,2099.18,1.03521,0.93877,0.81033,0.92268,0.84848,0.93557,0.65077,1.03265,0.95958,0.83791,0.000253217,0.000253217,0.000253217
259,2107.31,1.61641,1.28215,0.84339,0.92268,0.84848,0.93557,0.65077,1.03265,0.95958,0.83791,0.000247716,0.000247716,0.000247716
260,2114.98,1.07136,0.99633,0.82065,0.92268,0.84848,0.93557,0.65077,1.03265,0.95958,0.83791,0.000242215,0.000242215,0.000242215
261,2123.03,1.64106,1.30238,0.87846,0.92268,0.84848,0.93557,0.65077,1.03265,0.95958,0.83791,0.000236714,0.000236714,0.000236714
262,2132.01,1.40213,1.12369,0.87258,0.92268,0.84848,0.93557,0.65077,1.03265,0.95958,0.83791,0.000231213,0.000231213,0.000231213
263,2140.58,1.34077,1.41355,0.99033,0.92268,0.84848,0.93557,0.65077,1.03265,0.95958,0.83791,0.000225712,0.000225712,0.000225712
264,2149.27,1.07777,1.14279,0.81517,0.92025,0.84848,0.94006,0.64876,1.02907,0.9522,0.8375,0.000220211,0.000220211,0.000220211
265,2157.56,1.25503,1.43319,0.8901,0.92025,0.84848,0.94006,0.64876,1.02907,0.9522,0.8375,0.00021471,0.00021471,0.00021471
266,2166.92,1.43933,1.21034,0.86444,0.92025,0.84848,0.94006,0.64876,1.02907,0.9522,0.8375,0.000209209,0.000209209,0.000209209
267,2177.11,1.1668,1.34651,0.94948,0.92025,0.84848,0.94006,0.64876,1.02907,0.9522,0.8375,0.000203707,0.000203707,0.000203707
268,2186.75,1.12331,1.2987,0.84386,0.92025,0.84848,0.94006,0.64876,1.02907,0.9522,0.8375,0.000198206,0.000198206,0.000198206
269,2195.57,1.61875,1.18569,0.83672,0.92025,0.84848,0.94006,0.64876,1.02907,0.9522,0.8375,0.000192705,0.000192705,0.000192705
270,2204.53,1.0433,1.1521,0.87246,0.92025,0.84848,0.94006,0.64876,1.02907,0.9522,0.8375,0.000187204,0.000187204,0.000187204
271,2213.8,1.02009,1.04321,0.84518,0.92025,0.84848,0.94006,0.64876,1.02907,0.9522,0.8375,0.000181703,0.000181703,0.000181703
272,2223.54,1.85172,1.45151,0.8626,0.92025,0.84848,0.94006,0.64876,1.02907,0.9522,0.8375,0.000176202,0.000176202,0.000176202
273,2232.63,1.06566,0.95811,0.85587,0.92025,0.84848,0.94006,0.64876,1.02907,0.9522,0.8375,0.000170701,0.000170701,0.000170701
274,2240.8,1.04132,1.05803,0.88264,0.92025,0.84848,0.94006,0.64876,1.02907,0.9522,0.8375,0.0001652,0.0001652,0.0001652
275,2249.43,1.45919,1.29471,0.88391,0.92025,0.84848,0.94006,0.64876,1.02907,0.9522,0.8375,0.000159699,0.000159699,0.000159699
276,2257.52,1.7555,1.3629,0.87503,0.92025,0.84848,0.94006,0.64876,1.02907,0.9522,0.8375,0.000154198,0.000154198,0.000154198
277,2265.41,1.35106,1.31705,0.84286,0.92025,0.84848,0.94006,0.64876,1.02907,0.9522,0.8375,0.000148696,0.000148696,0.000148696
278,2273.47,1.4868,1.17689,0.86196,0.92025,0.84848,0.94006,0.64876,1.02907,0.9522,0.8375,0.000143195,0.000143195,0.000143195
279,2281.45,1.80838,1.40295,0.85946,0.92025,0.84848,0.94006,0.64876,1.02907,0.9522,0.8375,0.000137694,0.000137694,0.000137694
280,2289.47,1.9015,1.51243,0.8537,0.92942,0.84848,0.94142,0.65477,1.01964,0.95134,0.8365,0.000132193,0.000132193,0.000132193
281,2297.48,1.23584,1.05989,0.8517,0.92942,0.84848,0.94142,0.65477,1.01964,0.95134,0.8365,0.000126692,0.000126692,0.000126692
282,2305.69,1.30443,1.10646,0.84954,0.92942,0.84848,0.94142,0.65477,1.01964,0.95134,0.8365,0.000121191,0.000121191,0.000121191
283,2313.73,1.43019,1.2228,0.86543,0.92942,0.84848,0.94142,0.65477,1.01964,0.95134,0.8365,0.00011569,0.00011569,0.00011569
284,2321.85,1.03716,1.02412,0.87695,0.92942,0.84848,0.94142,0.65477,1.01964,0.95134,0.8365,0.000110189,0.000110189,0.000110189
285,2329.71,1.26613,1.1149,0.84306,0.92942,0.84848,0.94142,0.65477,1.01964,0.95134,0.8365,0.000104688,0.000104688,0.000104688
286,2337.93,1.74471,1.36546,0.85178,0.92942,0.84848,0.94142,0.65477,1.01964,0.95134,0.8365,9.91865e-05,9.91865e-05,9.91865e-05
287,2345.85,1.0814,1.09717,0.84572,0.92942,0.84848,0.94142,0.65477,1.01964,0.95134,0.8365,9.36854e-05,9.36854e-05,9.36854e-05
288,2353.77,1.27893,1.01991,0.85829,0.92942,0.84848,0.94142,0.65477,1.01964,0.95134,0.8365,8.81843e-05,8.81843e-05,8.81843e-05
289,2361.72,1.15213,1.08297,0.84356,0.92942,0.84848,0.94142,0.65477,1.01964,0.95134,0.8365,8.26832e-05,8.26832e-05,8.26832e-05
290,2369.63,1.14955,1.0282,0.88345,0.92942,0.84848,0.94142,0.65477,1.01964,0.95134,0.8365,7.71821e-05,7.71821e-05,7.71821e-05
291,2377.42,1.11583,1.02475,0.85816,0.92942,0.84848,0.94142,0.65477,1.01964,0.95134,0.8365,7.1681e-05,7.1681e-05,7.1681e-05
292,2385.27,1.07563,1.03877,0.85357,0.92942,0.84848,0.94142,0.65477,1.01964,0.95134,0.8365,6.61799e-05,6.61799e-05,6.61799e-05
293,2392.97,1.90029,3.15361,0.88467,0.92942,0.84848,0.94142,0.65477,1.01964,0.95134,0.8365,6.06788e-05,6.06788e-05,6.06788e-05
294,2400.73,1.26873,1.50188,0.82426,0.92942,0.84848,0.94142,0.65477,1.01964,0.95134,0.8365,5.51777e-05,5.51777e-05,5.51777e-05
295,2408.56,1.12456,1.21068,0.88457,0.92942,0.84848,0.94142,0.65477,1.01964,0.95134,0.8365,4.96766e-05,4.96766e-05,4.96766e-05
296,2416.31,1.19905,1.34799,0.8781,0.94306,0.83657,0.94074,0.65274,1.01688,0.95396,0.83502,4.41755e-05,4.41755e-05,4.41755e-05
297,2423.94,1.11846,1.25518,0.83191,0.94306,0.83657,0.94074,0.65274,1.01688,0.95396,0.83502,3.86744e-05,3.86744e-05,3.86744e-05
298,2431.57,1.09106,1.69904,0.81038,0.94306,0.83657,0.94074,0.65274,1.01688,0.95396,0.83502,3.31733e-05,3.31733e-05,3.31733e-05
299,2439.26,1.39731,1.88451,0.88548,0.94306,0.83657,0.94074,0.65274,1.01688,0.95396,0.83502,2.76722e-05,2.76722e-05,2.76722e-05
300,2446.91,1.40291,2.09973,0.84795,0.94306,0.83657,0.94074,0.65274,1.01688,0.95396,0.83502,2.21711e-05,2.21711e-05,2.21711e-05
